Name,EIN,Category,Telephone,Address,City,State,Website,Facebook,Twitter,Income,Assests
joshua tree shelter ,80-0807345,"Housing, Shelter",N/A, PO BOX 1353  89803-1353,elko,Nevada,http://JOSHUATREESHELTER.ORG,,,"$13,997.00","$552,897.00"
joshua l anderson memorial scholarship foundation anderson eric j ttee,94-3171860,Educational Institutions and Related Activities,N/A, 1318 WOLF RUN RD  89511-4772,reno,Nevada,,,,"$63,278.00","$237,401.00"
joshua house ,26-2306258,Human Services - Multipurpose and Other,N/A, 7278 SASHAYING SPIRIT CT  89131-2356,las vegas,Nevada,,,,$0.00,$0.00
joshua foundation ,88-0368741,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, C/O 2451 S BUFFALO DR  89117-0000,las vegas,Nevada,,,,"$996,762.00","$7,630,353.00"
josh stevens foundation ,26-4492621,Educational Institutions and Related Activities,N/A, PO BOX 530777  89053-0777,henderson,Nevada,http://www.joshstevensfoundation.org,,,"$486,281.00","$121,450.00"
josh morros - because i can ,47-1348713,Health - General and Rehabilitative,N/A, 1455 VIEW CREST CT  89511-7520,reno,Nevada,,,,$0.00,$0.00
josh farler helping hands foundation ,20-5763648,Health - General and Rehabilitative,N/A, PO BOX 73  89447-0073,yerington,Nevada,,,,"$63,750.00","$129,820.00"
josephs foundation ,88-0385101,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 1488 SANTA ANITA DR  89119-6281,las vegas,Nevada,,,,"$398,657.00","$1,603,761.00"
joseph family foundation ,91-1866055,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 3750 LAS VEGAS BLVD S UNIT 4306  89158-4376,las vegas,Nevada,,,,"$216,000.00","$2,666.00"
jorgensen foundation ,77-0283757,Care and housing of children orphanage etc,N/A, 2505 ANTHEM VILLAGE DR STE-256  89052-5505,henderson,Nevada,,,,$0.00,"$97,394.00"
joint executive conference of northern california electrical wor ,46-1939542,"Employment, Job-Related",N/A, 2713 E 4TH STREET  89512-3850,reno,Nevada,,,,"$5,350.00","$104,121.00"
joyful church ,45-0538640,"Religion-Related, Spiritual Development",N/A, 6985 W SAHARA AVE STE 203 205  89117-2819,las vegas,Nevada,,,,$0.00,$0.00
joyce straus foundation for the arts ,81-2820630,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 900 RANCHO LN  89106-3824,las vegas,Nevada,,,,$0.00,$0.00
joyce mack foundation ,20-4756962,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 2300 W SAHARA AVE BOX 1 STE530  89102-4368,las vegas,Nevada,,,,$164.00,"$10,284.00"
joy prom las vegas inc ,45-2384316,Human Services - Multipurpose and Other,N/A, 10120 W FLAMINGO RD NO 4622  89147-8392,las vegas,Nevada,http://www.joypromlasvegas.com,,,"$179,979.00","$16,114.00"
joy of life christian cathedral inc ,94-2464056,Church synagogue etc,N/A, PO BOX 92831  89009-2831,henderson,Nevada,,,,$0.00,$0.00
joy divine community church ,26-4691118,"Religion-Related, Spiritual Development",N/A, 4430 PAIUTE BLVD  89061-8814,pahrump,Nevada,,,,$0.00,$0.00
joverart community development corporation ,47-4473939,Human Services - Multipurpose and Other,N/A, 2187 N DECATUR BLVD STE 100  89108-3054,las vegas,Nevada,,,,"$7,498.00","$4,323.00"
journey within ,82-1072993,Human Services - Multipurpose and Other,N/A, 2300 W SAHARA AVE STE 1200  89102-4395,las vegas,Nevada,,,,$0.00,$0.00
journey community a christian church ,26-4106103,"Religion-Related, Spiritual Development",N/A, PO BOX 2130  89408-2130,fernley,Nevada,,,,$0.00,$0.00
joshuas heart international inc ,45-4579121,"Public, Society Benefit - Multipurpose and Other",N/A, 4478 E QUAIL AVE  89120-2360,las vegas,Nevada,,,,$0.00,$0.00
joshua world ministries inc ,77-0646515,"Religion-Related, Spiritual Development",N/A, 2413 JUBILANCE POINT CT  89032-1431,n las vegas,Nevada,,,,"$18,484.00","$10,503.00"
junior achievement of northern nevada inc ,88-6005167,,N/A, 1575 DELUCCHI LN STE 207A  89502-6563,reno,Nevada,,,,"$222,291.00","$171,236.00"
june wedding inc an association for event professionals ,88-0512960,Educational Institutions and Related Activities,N/A, PO BOX 30211  89173-0211,las vegas,Nevada,,,,"$26,357.00",$106.00
jumpstart coalition for personal financial literacy nevada jumpstart coalition,04-3793663,Educational Institutions and Related Activities,N/A, 11920 SOUTHERN HIGHLANDS PKWY 101  89141-3273,las vegas,Nevada,http://jumpstart.org/states-nevada.html,,,$0.00,$0.00
jump for joy foundation ,80-0504523,Youth Development,N/A, 304 S JONES BLVD STE 2545  89107-2623,las vegas,Nevada,http://www.j4jf.org,,,$0.00,$0.00
julienne waters family foundation ,20-5820383,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 204 W SPEAR ST  89703-4160,carson city,Nevada,,,,$124.00,$86.00
judson international seminary las vegas ,45-1716651,"Religion-Related, Spiritual Development",N/A, 4952 S RAINBOW BLVD STE 302  89118-1335,las vegas,Nevada,,,,$0.00,$0.00
juanitas horizons ,82-1202038,Human Services - Multipurpose and Other,N/A, 7349 DOLPHINE CREST AVE  89129-6099,las vegas,Nevada,,,,$0.00,$0.00
juanita thomas ministries ,27-3004840,"Religion-Related, Spiritual Development",N/A, 10040 W CHEYENNE AVE STE 170 # 25  89129-7721,las vegas,Nevada,http://WWW.CTKCF.ORG,,,$0.00,$0.00
ju no kage ryu kenpo karate association ,82-0654597,"Recreation, Sports, Leisure, Athletics",N/A, 3071 HEBARD DR  89121-1301,las vegas,Nevada,,,,$0.00,$0.00
jrw concepts services inc ,88-0507643,Educational Institutions and Related Activities,N/A, 720 HERITAGE CLIFF AVE  89032-9009,n las vegas,Nevada,,,,$0.00,$0.00
joyroo education academy ,84-1679762,"Housing, Shelter",N/A, PO BOX 752662  89136-2662,las vegas,Nevada,,,,$0.00,$0.00
just one project ,47-2348577,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 10325 SWEET FENNEL DR  89135-2823,las vegas,Nevada,http://www.thejustoneproject.org,,,$0.00,$0.00
just faith ministries ,68-0629086,"Religion-Related, Spiritual Development",N/A, 311 MADISON AVE  89106-3140,las vegas,Nevada,,,,$0.00,$0.00
just a touch of love ministries inc ,81-1002494,"Religion-Related, Spiritual Development",N/A, 2608 WHITE OAK RD  89030-5341,n las vegas,Nevada,,,,$0.00,$0.00
just a little effort inc ,81-3403445,,N/A, 4532 QUEEN ANGEL CT  89110-3306,las vegas,Nevada,,,,$0.00,$0.00
junior league of reno inc arlington gardens country garden,23-7025150,"Community Improvement, Capacity Building",N/A, 190 W HUFFAKER LN STE 407  89511-4006,reno,Nevada,,,,"$188,725.00","$932,995.00"
justins kidney inc ,46-4507682,Medical Research,N/A, 3721 ROCK DOVE WAY  89084-2603,n las vegas,Nevada,,,,"$2,900.00",$889.00
justin hope foundation ,45-2490664,Human Services - Multipurpose and Other,N/A, PO BOX 13383  89507-3383,reno,Nevada,,,,"$87,241.00","$57,012.00"
justice for stephanie ,37-1741882,"Crime, Legal-Related",N/A, 3331 BELL AVE  89801-4425,elko,Nevada,,,,$0.00,$0.00
junior league of las vegas inc ,88-0068224,"Community Improvement, Capacity Building",N/A, 861 E BRIDGER AVE  89101-5539,las vegas,Nevada,,,,"$519,941.00","$2,110,160.00"
junior connection incorporated ,88-0385124,Youth Development,N/A, PO BOX 11674  89510-1674,reno,Nevada,,,,$0.00,$0.00
junior achievement of southern nevada inc ,88-0354481,"International, Foreign Affairs and National Security",N/A, 7220 S CIMARRON RD STE 130  89113-2100,las vegas,Nevada,,,,"$1,032,565.00","$599,197.00"
kappa alpha kappa sigma fraternity unlv kappa alpha chapter,43-1996328,Fraternity or sorority,N/A, 4505SMARYLANDPKWYBOX452008  89154-0000,lasvegas,Nevada,,,,$0.00,$0.00
kandahar kruisers quad club ,32-0314602,"Public, Society Benefit - Multipurpose and Other",N/A, 1721 BURWOOD CIR  89521-4220,reno,Nevada,,,,$0.00,$0.00
kamehameha schools alumniassociation--intermountai region ,20-8966120,Educational Institutions and Related Activities,N/A, 4825 PALM TREE CT  89131-2786,las vegas,Nevada,,,,$0.00,$0.00
kamalani academy foundation ,81-4066353,Educational Institutions and Related Activities,N/A, 1378 PASEO VERDE PKWY STE 200  89012-5729,henderson,Nevada,,,,$0.00,$0.00
kalahi-philippine folkloric ensemble ,27-1193486,"Arts, Culture and Humanities",N/A, 6759 W CHARLESTON BLVD STE 130  89146-2000,las vegas,Nevada,,,,$0.00,$0.00
kagomndo st joseph hospital foundation ,47-3590633,,N/A, 774 MAYS BLVD 10-445  89451-7627,incline village,Nevada,,,,$0.00,$0.00
k9bff inc ,26-1185144,Animal-Related,N/A, 2505 ANTHEM VILLAGE DRIVE E398  89052-5505,henderson,Nevada,,,,$0.00,$0.00
k & l baxter family foundation inc ,20-4006397,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 8440 CARMEL RIDGE CT  89113-0121,las vegas,Nevada,,,,$1.00,$104.00
juvenile justice supervisors association inc ,26-3703387,"Employment, Job-Related",N/A, PO BOX 42478  89116-0478,las vegas,Nevada,,,,$0.00,$0.00
juvenile justice probation officers association ,26-3849299,"Employment, Job-Related",N/A, 848 N RAINBOW BLVD  89107-1103,las vegas,Nevada,,,,"$116,000.00","$150,191.00"
kappa alpha order zeta delta chapter,38-3926573,Fraternity or sorority,N/A, 1058 BELL ST  89503-2834,reno,Nevada,,,,"$114,080.00","$8,403.00"
kart2kar ,81-3449339,Educational Institutions and Related Activities,N/A, 519 VIA RIPAGRANDE AVE  89011-0816,henderson,Nevada,,,,$0.00,$0.00
karrs ,95-4108671,"Religion-Related, Spiritual Development",N/A, 960 E STREET  89415-0000,hawthorne,Nevada,,,,$1.00,"$21,940.00"
karis fellowship international ,47-2093169,"Religion-Related, Spiritual Development",N/A, 7495 W AZURE DR STE 258  89130-4416,las vegas,Nevada,http://N/A,,,$0.00,$0.00
kara foundation ,36-3779796,Endowment fund or financial services,N/A, 11700 W CHARLESTON BLVD 170-37  89135-1575,las vegas,Nevada,,,,"$901,629.00","$8,718,623.00"
kappa sigma fraternity tau-gamma university of nevada reno,90-0985420,Fraternity or sorority,N/A, 1590 HILLSIDE DR  89503-1713,reno,Nevada,,,,$0.00,$0.00
kappa psi pharmaceutical fraternity delta tau,90-0053860,Fraternity or sorority,N/A, 11 SUNSET WAY  89014-2333,henderson,Nevada,,,,$0.00,$0.00
kappa lambda educational foundation inc ,88-0500156,Educational Institutions and Related Activities,N/A, 71 WASHINGTON ST  89503-5604,reno,Nevada,,,,$0.00,$0.00
kappa alpha theta fraternity reno alumnae chapter,88-6044980,Fraternity or sorority,N/A, 15545 DONNYBROOK CT  89511-9065,reno,Nevada,,,,$0.00,$0.00
kappa alpha theta fraternity las vegas alumnae chapter,36-3380444,Fraternity or sorority,N/A, 1580 RAVANUSA DR  89052-4069,henderson,Nevada,,,,$0.00,$0.00
kappa alpha theta fraternity beta mu,88-0034267,Fraternity or sorority,N/A, 863 N SIERRA ST  89503-3713,reno,Nevada,,,,$0.00,$0.00
kappa alpha psi fraternity las vegas alumni,23-7279500,Fraternity or sorority,N/A, 5892 LOSEE RD STE 132 # 330  89081-6200,n las vegas,Nevada,http://www.lasvegasnupes.com,,,$0.00,$0.00
kazakhstan humanitarian initiatives inc ,45-4253859,"International, Foreign Affairs and National Security",N/A, 5426 VENTANA PKWY  89511-5646,reno,Nevada,,,,$0.00,$0.00
kavanaugh charitable trust ,26-0789096,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 2772 MARNAY LN  89044-0369,henderson,Nevada,,,,$26.00,"$19,821.00"
katlyns dream ,46-5576722,"Diseases, Disorders, Medical Disciplines",N/A, 2201 WALDMAN AVE  89102-2456,las vegas,Nevada,,,,$0.00,$0.00
katie weingartner foundation ,82-1885510,Educational Institutions and Related Activities,N/A, 2200 KEEVER CT  89509-3122,reno,Nevada,,,,$0.00,$0.00
kathys angels foundation ,81-1561269,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 7917 WATERFALLS AVE  89128-6712,las vegas,Nevada,,,,"$26,254.00","$13,259.00"
katherene cladianos latham foundation ,30-0129469,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, C/O D DAMON 3550 BARRON WAY STE 3B  89511-0000,reno,Nevada,,,,"$395,094.00","$703,209.00"
katharine audrey webb foundation ,95-4363175,Gifts grants or loans to other organizations,N/A, PO BOX 401376  89140-1376,las vegas,Nevada,,,,"$741,580.00","$841,214.00"
kate ngozi ezeli foundation inc ,36-4771423,Human Services - Multipurpose and Other,N/A, 243 WHITE KNOLL CT  89074-5249,henderson,Nevada,,,,$0.00,$0.00
kate m rogers tr 6125-1115689209 ,84-6015772,,N/A, 6325 S RAINBOW BLVD STE 300  89118-3278,las vegas,Nevada,,,,"$164,019.00","$1,019,667.00"
katails inc ,47-4047374,Animal-Related,N/A, 6529 SIERRA DIABLO AVE  89130-1869,las vegas,Nevada,,,,$0.00,$0.00
kasner family foundation ,45-5558265,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 2283 FEATHERTREE AVE  89052-2362,henderson,Nevada,,,,"$101,141.00","$278,910.00"
keeping government beholden ,81-5182418,Educational Institutions and Related Activities,N/A, 989 TAHOE BLVD UNIT 93U  89451-9553,incline vlg,Nevada,,,,$0.00,$0.00
keepin up with the jones inc ,47-3269314,"Housing, Shelter",N/A, 1644 OTTO MERIDA AVE  89106-2162,las vegas,Nevada,,,,$0.00,$0.00
keep truckee meadows beautiful ,88-0254957,Boy Scouts Girl Scouts etc,N/A, 2000 DEL MONTE LN  89511-7532,reno,Nevada,,,,"$545,626.00","$177,876.00"
keep moving help colletto cure sps ,81-1085465,Health - General and Rehabilitative,N/A, 1885 S ARLINGTON AVE STE 105  89509-3370,reno,Nevada,,,,$0.00,$0.00
keep memory alive ,88-0515534,Health - General and Rehabilitative,N/A, 888 W BONNEVILLE AVE  89106-0100,las vegas,Nevada,,,,$0.00,$0.00
keeping kids inspired foundation ,45-3122077,Educational Institutions and Related Activities,N/A, 204 W SPEAR ST STE S-242  89703-4160,carson city,Nevada,,,,$163.00,$5.00
keep it alive foundation ,26-4814888,Human Services - Multipurpose and Other,N/A, 6841 S EASTERN AVE STE 103  89119-0001,las vegas,Nevada,,,,$0.00,$0.00
keels law group inc ,27-3115051,"Crime, Legal-Related",N/A, 7473 W LAKE MEAD BLVD STE 100  89128-0265,las vegas,Nevada,,,,"$121,386.00","$2,000.00"
kd charity ,82-3454294,Human Services - Multipurpose and Other,N/A, 1894 E WILLIAM ST STE 4 # 637  89701-3202,carson city,Nevada,http://www.KDCharity.org,,,$0.00,$0.00
kcb corporation inc ,88-6022738,Title holding corporation,N/A, PO BOX 6023  89513-6023,reno,Nevada,,,,$0.00,$0.00
kc charities inc ,27-0230961,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 100 BISHOP MANOGUE DR  89511-4809,reno,Nevada,http://www.vianneyknights.org,,,$0.00,$0.00
keren tefert yaacov ,13-3824844,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, C/O DAVID GARBER 848 NRAINBOW BLVD  89107-0000,las vegas,Nevada,,,,"$1,206.00","$161,206.00"
kenya keep ,20-5943490,"International, Foreign Affairs and National Security",N/A, 10624SEASTERNAVESUITEA727  89052-0000,henderson,Nevada,,,,$0.00,$0.00
kent and marsha larson charitable tr kent larson ttee,47-6356332,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 4874 DENARO DR  89135-2479,las vegas,Nevada,,,,"$52,750.00","$7,220.00"
kenny guinn center for policy priorities ,46-4075622,"Public, Society Benefit - Multipurpose and Other",N/A, 3281 S HIGHLAND DR STE 810  89109-1046,las vegas,Nevada,,,,"$320,783.00","$162,273.00"
kenny bostic memorial youth athletic fund ,47-2911204,Youth Development,N/A, PO BOX 1151  89415-1151,hawthorne,Nevada,,,,$0.00,$0.00
kenneth s moore and arletta e moore foundation decker a d ttee,36-6914860,Scholarships other,N/A, 2110 KING MESA DR  89012-6139,henderson,Nevada,,,,"$166,416.00","$1,124,874.00"
kenneth m alexander loyalton scholarship fund inc ,46-5502995,Educational Institutions and Related Activities,N/A, 316 CALIFORNIA AVE BOX 362  89509-1650,reno,Nevada,,,,$0.00,$0.00
kennedy foundation ,20-5199307,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 6502 S MCCARRAN BLVD STE D  89509-6139,reno,Nevada,,,,"$121,637.00","$1,345,465.00"
ken-ju-bo-ai national association ,61-1761171,"Recreation, Sports, Leisure, Athletics",N/A, 18182 LAKE HILLS CT  89508-6000,reno,Nevada,,,,$0.00,$0.00
kekoa of aloha ,47-5670355,Human Services - Multipurpose and Other,N/A, 2230 18TH ST APT 2  89431-1978,sparks,Nevada,http://www.renoalohafestival.com,,,$0.00,$0.00
keeping the doors open ,45-3916046,"Recreation, Sports, Leisure, Athletics",N/A, PO BOX 6095  89460-4601,gardnerville,Nevada,,,,"$49,654.00","$19,145.00"
kids first family services ,26-2711941,Human Services - Multipurpose and Other,N/A, 4600 KIETZKE J-212  89502-5033,reno,Nevada,http://www.kidsfirstreno.org,,,"$336,477.00","$24,110.00"
kids copy ,94-3274163,Youth Development,N/A, 9746 WHITEWATER CANYON CT  89183-7129,las vegas,Nevada,,,,"$2,900.00",$450.00
kids chance of nevada ,81-4256125,Educational Institutions and Related Activities,N/A, PO BOX 750532  89136-0532,las vegas,Nevada,http://Kidschanceof nevada.org,,,$0.00,$0.00
kids athletic foundation ,72-1522846,"Recreation, Sports, Leisure, Athletics",N/A, 123 W NYE LN STE 129  89706-0838,carson city,Nevada,,,,"$140,000.00",$690.00
kids action network inc ,26-2996719,"Arts, Culture and Humanities",N/A, 2268 VALENCIA WAY  89434-8624,sparks,Nevada,,,,$0.00,$0.00
kids about-a safety coalition inc ,45-0547660,"Public Safety, Disaster Preparedness and Relief",N/A, PO BOX 26395  89126-0395,las vegas,Nevada,http://lookoutkidsabout.org,,,$0.00,$0.00
kids & horses inc ,88-0419196,Health - General and Rehabilitative,N/A, 2869 ESAW ST  89423-9059,minden,Nevada,,,,"$268,985.00","$700,598.00"
khmer agricultural development association ,46-2406225,"International, Foreign Affairs and National Security",N/A, 3405 WHITE MOUNTAIN CT  89511-4310,reno,Nevada,http://KhmerADA.org,,,$0.00,$0.00
kevin na foundation ,47-4287124,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 2560 MONTESSOURI ST STE 208  89117-3064,las vegas,Nevada,,,,$0.00,$0.00
ketch rossi humanitas ,46-2102811,Educational Institutions and Related Activities,N/A, 2084 ROCKBURNE ST  89044-0290,henderson,Nevada,,,,$0.00,$0.00
kerygma family ,20-5254795,"Religion-Related, Spiritual Development",N/A, 848 N RAINBOW BLVD 1937  89107-1103,las vegas,Nevada,,,,"$30,289.00","$10,175.00"
kiley ranch north community services organization ,51-0583832,"Housing, Shelter",N/A, 7665 TOWN SQUARE LN STE 204  89523-4904,reno,Nevada,,,,$0.00,$0.00
kiki project inc ,81-4566819,Human Services - Multipurpose and Other,N/A, 9970 CLEAR CRYSTAL ST  89183-6260,las vegas,Nevada,,,,$0.00,$1.00
kidview inc ,94-2993911,Educational Institutions and Related Activities,N/A, PO BOX 3948  89505-3948,reno,Nevada,,,,"$2,000.00",$838.00
kids w hope ready set learn childcare & ed ctr,88-0433362,Human Services - Multipurpose and Other,N/A, 6130 W TROPICANA BLVD STE 172  89103-4604,las vegas,Nevada,,,,$0.00,$0.00
